skill,skill_percent,region,location_quotident,location_difference,location_change,absolute_location_change,num_ads,num_ads_per_skill
presenting general information,0.13257328990228012,"Leicestershire, Rutland and Northamptonshire",0.8294643677800171,-0.027256710097719877,-0.1705356322199829,0.1705356322199829,3070,407.0
"promoting products, services, or programs",0.08078175895765473,"Leicestershire, Rutland and Northamptonshire",0.8009295950590395,-0.020078241042345277,-0.1990704049409605,0.1990704049409605,3070,248.00000000000003
providing general assistance to people,0.08534201954397394,"Leicestershire, Rutland and Northamptonshire",0.8435506528019565,-0.015827980456026056,-0.1564493471980435,0.1564493471980435,3070,262.0
providing information to the public and clients,0.11856677524429968,"Leicestershire, Rutland and Northamptonshire",0.9889630097948092,-0.0013232247557003196,-0.011036990205190778,0.011036990205190778,3070,364.0
recruiting and hiring,0.03517915309446254,"Leicestershire, Rutland and Northamptonshire",0.975843359069696,-0.000870846905537459,-0.024156640930304007,0.024156640930304007,3070,108.0
selling products or services,0.08078175895765473,"Leicestershire, Rutland and Northamptonshire",0.8011678960394201,-0.020048241042345274,-0.19883210396057993,0.19883210396057993,3070,248.00000000000003
software and applications development and analysis,0.048534201954397393,"Leicestershire, Rutland and Northamptonshire",0.6479866749585768,-0.0263657980456026,-0.35201332504142324,0.35201332504142324,3070,149.0
storing goods and materials,0.09055374592833876,"Leicestershire, Rutland and Northamptonshire",3.158484336530825,0.06188374592833876,2.158484336530825,2.158484336530825,3070,278.0
supervising a team or group,0.1716612377850163,"Leicestershire, Rutland and Northamptonshire",0.854673825168117,-0.029188762214983704,-0.14532617483188304,0.14532617483188304,3070,527.0
teaching academic or vocational subjects,0.03876221498371336,"Leicestershire, Rutland and Northamptonshire",0.7957753024782047,-0.009947785016286646,-0.20422469752179528,0.20422469752179528,3070,119.0
teaching and training,0.07035830618892508,"Leicestershire, Rutland and Northamptonshire",0.8174544694890796,-0.015711693811074914,-0.18254553051092037,0.18254553051092037,3070,216.0
technical or academic writing,0.05928338762214984,"Leicestershire, Rutland and Northamptonshire",0.8737418956838592,-0.008566612377850155,-0.12625810431614082,0.12625810431614082,3070,182.0
transport services,0.03713355048859935,"Leicestershire, Rutland and Northamptonshire",1.1015588990981713,0.003423550488599353,0.10155889909817128,0.10155889909817128,3070,114.0
using digital tools for collaboration and productivity,0.16872964169381108,"Leicestershire, Rutland and Northamptonshire",0.8793039850633753,-0.023160358306188927,-0.12069601493662474,0.12069601493662474,3070,518.0
wholesale and retail sales,0.06319218241042346,"Leicestershire, Rutland and Northamptonshire",0.9783586067568272,-0.001397817589576536,-0.021641393243172824,0.021641393243172824,3070,194.00000000000003
work efficiently,0.057003257328990226,"Leicestershire, Rutland and Northamptonshire",1.0037551915652443,0.00021325732899022537,0.003755191565244287,0.003755191565244287,3070,175.0
work independently,0.09478827361563517,"Leicestershire, Rutland and Northamptonshire",1.0420874408051362,0.003828273615635175,0.042087440805136156,0.042087440805136156,3070,291.0
work skills,0.11172638436482085,"Leicestershire, Rutland and Northamptonshire",0.940536950625649,-0.007063615635179155,-0.059463049374350985,0.059463049374350985,3070,343.0
working in teams,0.1775244299674267,"Leicestershire, Rutland and Northamptonshire",0.9625050421135692,-0.006915570032573287,-0.03749495788643076,0.03749495788643076,3070,545.0
working with others,0.03452768729641694,"Leicestershire, Rutland and Northamptonshire",0.8612543601001981,-0.00556231270358306,-0.13874563989980193,0.13874563989980193,3070,106.00000000000001
coaching and mentoring,0.19753086419753085,Lincolnshire,0.90341122431983,-0.021119135802469158,-0.09658877568016999,0.09658877568016999,648,128.0
coordinating activities with others,0.2361111111111111,Lincolnshire,0.8903133903133903,-0.029088888888888886,-0.1096866096866097,0.1096866096866097,648,153.0
demonstrate enthusiasm,0.17592592592592593,Lincolnshire,1.0131063975002932,0.0022759259259259312,0.013106397500293188,0.013106397500293188,648,114.0
developing professional relationships or networks,0.16203703703703703,Lincolnshire,0.7517724646795817,-0.053502962962962974,-0.2482275353204183,0.2482275353204183,648,105.0
directing operational activities,0.1558641975308642,Lincolnshire,0.9978501762539321,-0.0003358024691358097,-0.0021498237460678693,0.0021498237460678693,648,101.0
leading and motivating,0.24691358024691357,Lincolnshire,0.9555848920117402,-0.011476419753086442,-0.04441510798825976,0.04441510798825976,648,160.0
personal skills and development,0.22685185185185186,Lincolnshire,0.8775360792690876,-0.03165814814814816,-0.12246392073091239,0.12246392073091239,648,147.0
planning and scheduling events and activities,0.2762345679012346,Lincolnshire,0.852681096126789,-0.04772543209876545,-0.147318903873211,0.147318903873211,648,179.0
presenting general information,0.17592592592592593,Lincolnshire,1.1007065377333787,0.01609592592592593,0.10070653773337868,0.10070653773337868,648,114.0
supervising a team or group,0.18981481481481483,Lincolnshire,0.9450575793617866,-0.011035185185185176,-0.05494242063821342,0.05494242063821342,648,123.0
accepting feedback,0.005375915896782415,London,0.961702307116711,-0.00021408410321758532,-0.03829769288328899,0.03829769288328899,25112,135.0
accessing and analysing digital data,0.04464001274291175,London,0.8938729023410443,-0.005299987257088246,-0.10612709765895567,0.10612709765895567,25112,1121.0
accompanying people,0.02210098757566104,London,0.9964376724824635,-7.901242433895964e-05,-0.00356232751753649,0.00356232751753649,25112,555.0
accounting and taxation,0.02946798343421472,London,1.2512944133424508,0.005917983434214718,0.25129441334245084,0.25129441334245084,25112,740.0
adapt to change,0.06793564829563556,London,0.8170252350647692,-0.015214351704364443,-0.1829747649352308,0.1829747649352308,25112,1706.0000000000002
administering human resources,0.014853456514813635,London,0.8377584046708199,-0.002876543485186364,-0.16224159532918014,0.16224159532918014,25112,373.0
advising and consulting,0.1426409684612934,London,1.0035950781769745,0.0005109684612933929,0.0035950781769744644,0.0035950781769744644,25112,3582.0
advising on business or operational matters,0.007805033450143358,London,0.9495174513556397,-0.0004149665498566421,-0.0504825486443603,0.0504825486443603,25112,196.0
advising on design or use of technologies,0.031021025804396304,London,1.341739870432366,0.007901025804396302,0.341739870432366,0.341739870432366,25112,779.0
advising on educational or vocational matters,0.026282255495380696,London,1.2605398319127432,0.005432255495380695,0.2605398319127432,0.2605398319127432,25112,660.0
advising on environmental issues,0.008362535839439312,London,0.4312808581454003,-0.011027464160560689,-0.5687191418545997,0.5687191418545997,25112,210.0
"advising on legal, regulatory or procedural matters",0.02811404906021026,London,1.3734269203815468,0.00764404906021026,0.3734269203815468,0.3734269203815468,25112,706.0
advising on products and services,0.03225549538069449,London,1.0252859307277333,0.00079549538069449,0.02528593072773333,0.02528593072773333,25112,810.0000000000001
advising on workplace health and safety issues,0.005336094297546989,London,0.7086446610288166,-0.002193905702453011,-0.2913553389711834,0.2913553389711834,25112,134.0
advocating for individual or community needs,0.04830359987257088,London,0.8193994889325,-0.010646400127429123,-0.18060051106749997,0.18060051106749997,25112,1213.0
allocating and controlling physical resources,0.021105447594775405,London,0.8575964077519466,-0.0035045524052245945,-0.14240359224805343,0.14240359224805343,25112,530.0
allocating and controlling resources,0.012583625358394393,London,1.1738456491039546,0.001863625358394393,0.1738456491039546,0.1738456491039546,25112,316.0
analysing and evaluating information and data,0.12276999044281618,London,1.1951907169277276,0.020049990442816176,0.1951907169277276,0.1951907169277276,25112,3083.0
analysing business operations,0.07048423064670277,London,1.1161398360523005,0.007334230646702772,0.1161398360523005,0.1161398360523005,25112,1770.0
analysing financial and economic data,0.029229053838802168,London,1.326182116098102,0.007189053838802167,0.326182116098102,0.326182116098102,25112,734.0
analysing scientific and medical data,0.01150844217903791,London,1.043376444155749,0.0004784421790379103,0.04337644415574893,0.04337644415574893,25112,289.0
apply quality standards,0.004698948709780185,London,0.7296504207733205,-0.0017410512902198156,-0.27034957922667946,0.27034957922667946,25112,118.0
architecture and town planning,0.009557183816502071,London,1.5489763073747278,0.003387183816502071,0.5489763073747278,0.5489763073747278,25112,240.0
artistic and creative writing,0.013778273335457152,London,1.448819488481299,0.004268273335457153,0.44881948848129904,0.44881948848129904,25112,346.0
assembling and fabricating products,0.010273972602739725,London,1.1377599781550083,0.0012439726027397256,0.1377599781550083,0.1377599781550083,25112,258.0
assessing land or real estate,0.012344695762981842,London,1.1701133424627337,0.0017946957629818416,0.17011334246273369,0.17011334246273369,25112,310.0
assisting and caring,0.013061484549219496,London,0.7391898443248158,-0.0046085154507805055,-0.2608101556751842,0.2608101556751842,25112,328.0
assisting and supporting co-workers,0.026361898693851544,London,1.0386878917987212,0.000981898693851544,0.03868789179872123,0.03868789179872123,25112,662.0
assisting people to access services,0.013340235743867473,London,0.9562893006356611,-0.0006097642561325271,-0.04371069936433891,0.04371069936433891,25112,335.0
assisting people with paperwork,0.005694488690665817,London,0.770566805232181,-0.0016955113093341826,-0.22943319476781898,0.22943319476781898,25112,143.0
assisting with personal needs,0.019233832430710418,London,0.6206464159635501,-0.011756167569289582,-0.3793535840364499,0.3793535840364499,25112,483.0
assume responsibility,0.00473877030901561,London,1.3054463661200026,0.0011087703090156098,0.30544636612000264,0.30544636612000264,25112,118.99999999999999
attend to detail,0.11464638419878942,London,0.891080244044687,-0.014013615801210577,-0.108919755955313,0.108919755955313,25112,2879.0
attitudes,0.004460019114367633,London,0.813872101161977,-0.0010199808856323662,-0.18612789883802305,0.18612789883802305,25112,112.00000000000001
audio-visual techniques and media production,0.019313475629181266,London,1.3553316231004398,0.005063475629181266,0.35533162310043975,0.35533162310043975,25112,484.99999999999994
"browsing, searching and filtering digital data",0.006570563873845174,London,1.3920686173400791,0.0018505638738451737,0.39206861734007914,0.39206861734007914,25112,165.0
building and civil engineering,0.015371137304874164,London,0.9010045313525302,-0.0016888626951258347,-0.09899546864746978,0.09899546864746978,25112,386.0
building and developing teams,0.04679037910162472,London,1.197910371265354,0.007730379101624725,0.19791037126535405,0.19791037126535405,25112,1175.0
care of the elderly and of disabled adults,0.004898056705957311,London,0.8987260010930846,-0.0005519432940426887,-0.10127399890691535,0.10127399890691535,25112,123.0
caring for children,0.028830837846447913,London,1.1240092727660005,0.003180837846447914,0.12400927276600049,0.12400927276600049,25112,724.0
chemical engineering and processes,0.012026122969098439,London,0.7819325727632275,-0.0033538770309015607,-0.21806742723677253,0.21806742723677253,25112,302.0
chemistry,0.004460019114367633,London,0.9570856468600072,-0.0001999808856323667,-0.04291435313999281,0.04291435313999281,25112,112.00000000000001
cleaning,0.00744663905702453,London,0.48354799071587856,-0.007953360942975472,-0.5164520092841214,0.5164520092841214,25112,187.0
cleaning interior and exterior of buildings,0.011070404587448231,London,0.5744890808224303,-0.008199595412551768,-0.42551091917756967,0.42551091917756967,25112,278.0
"cleaning tools, equipment, workpieces and vehicles",0.006212169480726346,London,0.6781844411273303,-0.002947830519273654,-0.32181555887266966,0.32181555887266966,25112,156.0
coaching and mentoring,0.22220452373367314,London,1.0162566829804396,0.003554523733673126,0.016256682980439585,0.016256682980439585,25112,5580.0
"communication, collaboration and creativity",0.07088244663905703,London,1.2552230678069245,0.014412446639057032,0.2552230678069245,0.2552230678069245,25112,1780.0000000000002
complying with environmental protection laws and standards,0.007645747053201656,London,1.0693352521960358,0.0004957470532016561,0.06933525219603576,0.06933525219603576,25112,192.0
complying with health and safety procedures,0.06244026760114686,London,0.7470718784535398,-0.02113973239885314,-0.25292812154646016,0.25292812154646016,25112,1568.0
complying with legal and organisational guidelines,0.11548263778273335,London,1.0750571381747658,0.008062637782733348,0.07505713817476578,0.07505713817476578,25112,2900.0
computer use,0.024769034724434532,London,1.0783210589653691,0.0017990347244345312,0.07832105896536912,0.07832105896536912,25112,622.0
conducting investigations,0.05475469894870978,London,1.3519678752767847,0.01425469894870978,0.35196787527678475,0.35196787527678475,25112,1375.0
"conducting studies, investigations and examinations",0.006570563873845174,London,1.194647977062759,0.0010705638738451742,0.19464797706275894,0.19464797706275894,25112,165.0
coordinating activities with others,0.27297706275884037,London,1.0293252743546017,0.007777062758840381,0.02932527435460175,0.02932527435460175,25112,6854.999999999999
cope with pressure,0.053042370181586494,London,0.9557183816502071,-0.0024576298184135065,-0.04428161834979294,0.04428161834979294,25112,1332.0
"counselling on personal, family or social issues",0.009158967824147818,London,1.2327009184586566,0.0017289678241478182,0.2327009184586566,0.2327009184586566,25112,230.0
creating artistic designs or performances,0.03508282892640968,London,1.3095494186789727,0.00829282892640968,0.3095494186789727,0.3095494186789727,25112,880.9999999999999
"creating artistic, visual or instructive materials",0.007486460656259956,London,0.8272332216861829,-0.0015635393437400452,-0.17276677831381715,0.17276677831381715,25112,188.0
creating visual displays and decorations,0.014654348518636508,London,0.9553030325056394,-0.0006856514813634914,-0.044696967494360584,0.044696967494360584,25112,368.0
cultivating land and crops,0.006610385473080599,London,0.9142995121826554,-0.0006196145269194014,-0.08570048781734463,0.08570048781734463,25112,166.0
database and network design and administration,0.09577094616119783,London,1.3126500296216808,0.02281094616119783,0.31265002962168076,0.31265002962168076,25112,2405.0
deal with uncertainty,0.020946161197833706,London,0.8630474329556533,-0.0033238388021662943,-0.13695256704434666,0.13695256704434666,25112,526.0
demonstrate consideration,0.030025485823510674,London,0.8179102648736223,-0.006684514176489326,-0.18208973512637772,0.18208973512637772,25112,754.0
demonstrate curiosity,0.009557183816502071,London,1.2985304098508248,0.002197183816502071,0.2985304098508248,0.2985304098508248,25112,240.0
demonstrate enthusiasm,0.1626314112774769,London,0.9365471423983698,-0.011018588722523093,-0.06345285760163022,0.06345285760163022,25112,4084.0
demonstrate good manners,0.02158330678560051,London,0.9545911891021895,-0.0010266932143994933,-0.04540881089781046,0.04540881089781046,25112,542.0
demonstrate willingness to learn,0.039343740044600194,London,1.0749655749890763,0.002743740044600193,0.0749655749890763,0.0749655749890763,25112,988.0000000000001
designing electrical or electronic systems or equipment,0.011150047785919083,London,1.2199177008664204,0.0020100477859190825,0.21991770086642037,0.21991770086642037,25112,280.0
designing ict systems or applications,0.012424338961452692,London,1.5357650137765997,0.004334338961452692,0.5357650137765997,0.5357650137765997,25112,312.0
"designing industrial materials, systems or products",0.006331634278432622,London,0.8968320507694931,-0.0007283657215673787,-0.10316794923050687,0.10316794923050687,25112,159.0
designing structures or facilities,0.03114049060210258,London,1.130736768413311,0.003600490602102581,0.13073676841331094,0.13073676841331094,25112,782.0
designing systems and products,0.026003504300732717,London,1.2531809301557935,0.005253504300732716,0.25318093015579346,0.25318093015579346,25112,653.0
determining values of goods or services,0.010313794201975151,London,1.1409064382715877,0.0012737942019751518,0.14090643827158766,0.14090643827158766,25112,259.0
developing contingency and emergency response plans,0.005455559095253266,London,1.1509618344416173,0.0007155590952532655,0.15096183444161726,0.15096183444161726,25112,137.0
developing educational programmes,0.04495858553679516,London,1.1081731707368785,0.004388585536795157,0.10817317073687849,0.10817317073687849,25112,1129.0
"developing financial, business or marketing plans",0.09895667410003185,London,1.3681276662523414,0.026626674100031847,0.3681276662523414,0.3681276662523414,25112,2485.0
developing health programmes,0.007566103854730806,London,0.921571724084142,-0.000643896145269194,-0.07842827591585799,0.07842827591585799,25112,190.0
developing instructive or promotional materials,0.0402994584262504,London,1.4475380181842816,0.0124594584262504,0.4475380181842816,0.4475380181842816,25112,1012.0
developing objectives and strategies,0.054953806944886906,London,1.183584039304047,0.008523806944886907,0.1835840393040471,0.1835840393040471,25112,1380.0
developing operational policies and procedures,0.11719496654985664,London,1.1180592115040704,0.012374966549856647,0.1180592115040704,0.1180592115040704,25112,2943.0
developing professional relationships or networks,0.21778432621854094,London,1.0104125740862064,0.0022443262185409263,0.010412574086206439,0.010412574086206439,25112,5469.0
developing research plans,0.005256451099076139,London,1.3832766050200367,0.0014564510990761393,0.3832766050200367,0.3832766050200367,25112,132.0
developing solutions,0.1075183179356483,London,1.1558623729912738,0.014498317935648292,0.1558623729912738,0.1558623729912738,25112,2700.0
diagnosing health conditions,0.016486142083466073,London,1.0052525660650045,8.614208346607172e-05,0.00525256606500446,0.00525256606500446,25112,414.0
directing operational activities,0.16334820006371456,London,1.0457631246076475,0.007148200063714555,0.04576312460764753,0.04576312460764753,25112,4102.0
documenting and recording information,0.007805033450143358,London,0.939233868849983,-0.0005049665498566419,-0.060766131150017055,0.060766131150017055,25112,196.0
"documenting technical designs, procedures, problems or activities",0.026521185090793247,London,1.1304852979877769,0.0030611850907932454,0.13048529798777686,0.13048529798777686,25112,666.0
driving light vehicles,0.004181267919719656,London,0.8134762489726958,-0.0009587320802803435,-0.18652375102730423,0.18652375102730423,25112,105.0
driving vehicles,0.020747053201656578,London,1.042565487520431,0.0008470532016565772,0.0425654875204311,0.0425654875204311,25112,521.0
earth sciences,0.007088244663905703,London,1.0972514959606352,0.000628244663905703,0.0972514959606352,0.0972514959606352,25112,178.0
economics,0.005256451099076139,London,1.6074774003290946,0.0019864510990761394,0.6074774003290946,0.6074774003290946,25112,132.0
education science,0.020070086014654348,London,1.3681040228121573,0.005400086014654347,0.36810402281215726,0.36810402281215726,25112,504.0
electricity and energy,0.01473399171710736,London,1.0723429197312488,0.0009939917171073592,0.07234291973124884,0.07234291973124884,25112,370.0
electronics and automation,0.03508282892640968,London,1.174910546765227,0.00522282892640968,0.174910546765227,0.174910546765227,25112,880.9999999999999
engaging with others to identify needs,0.03396782414781778,London,1.092915834871872,0.0028878241478177795,0.09291583487187194,0.09291583487187194,25112,853.0000000000001
entering and transforming information,0.030184772220452374,London,1.0273918386811565,0.0008047722204523738,0.027391838681156466,0.027391838681156466,25112,758.0
estimating resource needs,0.01616756928958267,London,1.0136407078108258,0.00021756928958267113,0.013640707810825825,0.013640707810825825,25112,406.0
"evaluating systems, programmes, equipment and products",0.011787193373685887,London,1.2151745746067926,0.002087193373685887,0.21517457460679257,0.21517457460679257,25112,296.0
executing financial transactions,0.07410799617712648,London,1.0077236358053643,0.0005679961771264813,0.007723635805364282,0.007723635805364282,25112,1861.0
"fashion, interior and industrial design",0.004778591908251036,London,1.0525532837557348,0.00023859190825103582,0.05255328375573476,0.05255328375573476,25112,120.0
feeding and grooming animals,0.005495380694488691,London,1.218487958866672,0.0009853806944886906,0.21848795886667194,0.21848795886667194,25112,138.0
"finance, banking and insurance",0.07562121694807264,London,1.3535209763392273,0.019751216948072636,0.3535209763392273,0.3535209763392273,25112,1899.0000000000002
fitting assistive devices,0.006610385473080599,London,0.969264732123255,-0.0002096145269194008,-0.030735267876744965,0.030735267876744965,25112,166.0
following instructions and procedures,0.03229531697992991,London,0.9695381861281871,-0.0010146830200700868,-0.030461813871812904,0.030461813871812904,25112,811.0
food processing,0.007287352660082829,London,0.6588926455771092,-0.0037726473399171713,-0.34110735442289075,0.34110735442289075,25112,183.0
forestry,0.004778591908251036,London,1.2776983711901164,0.0010385919082510357,0.2776983711901164,0.2776983711901164,25112,120.0
gathering information from physical or electronic sources,0.027875119464797708,London,1.119482709429627,0.002975119464797709,0.11948270942962691,0.11948270942962691,25112,700.0
giving feedback,0.010592545396623129,London,1.1640159776508932,0.001492545396623128,0.16401597765089315,0.16401597765089315,25112,266.0
giving instructions,0.012026122969098439,London,0.9753546609163373,-0.00030387703090156183,-0.024645339083662732,0.024645339083662732,25112,302.0
history and archaeology,0.007645747053201656,London,0.38732254575489644,-0.012094252946798344,-0.6126774542451036,0.6126774542451036,25112,192.0
"hotel, restaurants and catering",0.004221089518955081,London,0.9681397979254773,-0.00013891048104491908,-0.03186020207452267,0.03186020207452267,25112,106.0
identifying opportunities,0.05893596686842944,London,1.1251616431544376,0.006555966868429436,0.12516164315443756,0.12516164315443756,25112,1480.0
implementing new procedures or processes,0.02572475310608474,London,1.3178664501068003,0.006204753106084742,0.31786645010680026,0.31786645010680026,25112,646.0
information skills,0.010512902198152279,London,1.081574300221428,0.0007929021981522792,0.08157430022142798,0.08157430022142798,25112,264.0
installing and assembling building fixtures,0.004340554316661357,London,1.0165232591712778,7.055431666135644e-05,0.016523259171277838,0.016523259171277838,25112,108.99999999999999
"installing and repairing electrical, electronic and precision equipment",0.004340554316661357,London,0.7668823881027133,-0.0013194456833386433,-0.23311761189728675,0.23311761189728675,25112,108.99999999999999
installing metal structural components,0.00864128703408729,London,1.7111459473440178,0.0035912870340872897,0.7111459473440178,0.7111459473440178,25112,217.00000000000003
installing plumbing or piping equipment or systems,0.004460019114367633,London,1.1675442707768673,0.0006400191143676333,0.1675442707768673,0.1675442707768673,25112,112.00000000000001
installing structural masonry materials,0.008004141446320483,London,1.7946505485023503,0.003544141446320483,0.7946505485023503,0.7946505485023503,25112,200.99999999999997
inter-disciplinary programmes and qualifications involving education,0.004698948709780185,London,1.6662938687163775,0.0018789487097801848,0.6662938687163775,0.6662938687163775,25112,118.0
interpreting technical documentation and diagrams,0.01592863969417012,London,1.0383728614191734,0.0005886396941701191,0.0383728614191734,0.0383728614191734,25112,400.0
interviewing,0.017322395667410003,London,1.1418850143315757,0.0021523956674100037,0.14188501433157574,0.14188501433157574,25112,435.0
journalism and reporting,0.0270786874800892,London,1.3176976875955817,0.006528687480089203,0.3176976875955817,0.3176976875955817,25112,680.0
language acquisition,0.007805033450143358,London,1.2100827054485825,0.0013550334501433578,0.21008270544858254,0.21008270544858254,25112,196.0
law,0.038547308059891684,London,1.146558835808795,0.004927308059891687,0.14655883580879503,0.14655883580879503,25112,968.0
leading and motivating,0.2669241796750558,London,1.0330282893109477,0.008534179675055764,0.0330282893109477,0.0330282893109477,25112,6703.000000000001
liaising and networking,0.01549060210258044,London,0.8148659706775613,-0.0035193978974195593,-0.18513402932243872,0.18513402932243872,25112,389.0
"library, information and archival studies",0.006331634278432622,London,1.2463847004788624,0.0012516342784326213,0.2463847004788624,0.2463847004788624,25112,159.0
listening and asking questions,0.02413188913666773,London,0.8833048732308832,-0.003188110863332271,-0.11669512676911675,0.11669512676911675,25112,606.0
literature and linguistics,0.03583943931188276,London,1.2324428924306314,0.006759439311882762,0.23244289243063143,0.23244289243063143,25112,900.0
"loading and unloading goods and, materials",0.010672188595093978,London,0.4050166449751036,-0.01567781140490602,-0.5949833550248964,0.5949833550248964,25112,268.0
maintaining and enforcing physical security,0.03890570245301051,London,0.7259881032470705,-0.014684297546989487,-0.2740118967529295,0.2740118967529295,25112,977.0
"maintaining electrical, electronic and precision equipment",0.00796431984708506,London,0.8508888725518226,-0.001395680152914941,-0.14911112744817745,0.14911112744817745,25112,200.0
maintaining mechanical equipment,0.013300414144632048,London,0.7201090495198726,-0.005169585855367953,-0.27989095048012735,0.27989095048012735,25112,334.0
maintaining operational records,0.1070404587448232,London,0.9409323026092052,-0.006719541255176806,-0.05906769739079476,0.05906769739079476,25112,2688.0
make an effort,0.006928958266964001,London,0.7316745794048576,-0.002541041733035998,-0.2683254205951424,0.2683254205951424,25112,174.0
making decisions,0.03488372093023256,London,1.1429790606236094,0.004363720930232559,0.14297906062360943,0.14297906062360943,25112,876.0
manage frustration,0.019990442816183496,London,0.98136685400999,-0.0003795571838165028,-0.01863314599000998,0.01863314599000998,25112,501.99999999999994
manage quality,0.07151959222682383,London,0.9139883990648413,-0.00673040777317617,-0.0860116009351587,0.0860116009351587,25112,1796.0
management and administration,0.2257884676648614,London,1.2378753709696348,0.0433884676648614,0.23787537096963485,0.23787537096963485,25112,5670.0
management skills,0.08796591271105447,London,1.1522912327882429,0.011625912711054467,0.15229123278824286,0.15229123278824286,25112,2209.0
managing and analysing digital data,0.15148136349155783,London,1.0996033935217613,0.013721363491557836,0.09960339352176129,0.09960339352176129,25112,3804.0
managing budgets or finances,0.10684135074864606,London,1.1731783325864287,0.015771350748646065,0.17317833258642867,0.17317833258642867,25112,2683.0
managing human resources,0.03456514813634916,London,1.0835469635219173,0.0026651481363491603,0.08354696352191726,0.08354696352191726,25112,868.0000000000001
managing information,0.04830359987257088,London,1.1656274100523862,0.006863599872570882,0.16562741005238624,0.16562741005238624,25112,1213.0
marketing and advertising,0.07653711373048741,London,0.9477106702635886,-0.004222886269512588,-0.05228932973641143,0.05228932973641143,25112,1921.9999999999998
"materials (glass, paper, plastic and wood)",0.007327174259318254,London,0.8569794455342987,-0.0012228257406817463,-0.14302055446570128,0.14302055446570128,25112,184.0
mathematics,0.016207390888818094,London,1.0754738479640407,0.001137390888818094,0.07547384796404066,0.07547384796404066,25112,407.0
measuring physical properties,0.005694488690665817,London,0.7424365959147089,-0.0019755113093341825,-0.2575634040852911,0.2575634040852911,25112,143.0
mechanics and metal trades,0.022977062758840396,London,0.9359292366126435,-0.0015729372411596027,-0.06407076338735651,0.06407076338735651,25112,577.0
mediating and resolving disputes,0.09234628862695125,London,1.0446412740605344,0.003946288626951247,0.04464127406053442,0.04464127406053442,25112,2319.0
medical diagnostic and treatment technology,0.004460019114367633,London,1.1348649145973622,0.000530019114367633,0.13486491459736216,0.13486491459736216,25112,112.00000000000001
medicine,0.016685250079643197,London,0.9496442845556743,-0.0008847499203568018,-0.05035571544432571,0.05035571544432571,25112,418.99999999999994
meet commitments,0.046471806307741316,London,0.9011403201035741,-0.005098193692258682,-0.09885967989642586,0.09885967989642586,25112,1167.0
monitoring and evaluating the performance of individuals,0.06391366677285759,London,1.0768941326513495,0.004563666772857591,0.07689413265134948,0.07689413265134948,25112,1604.9999999999998
monitoring developments in area of expertise,0.044281618349792926,London,1.110928709227118,0.004421618349792926,0.11092870922711806,0.11092870922711806,25112,1112.0
monitoring environmental conditions,0.00744663905702453,London,0.9510394708843588,-0.0003833609429754704,-0.048960529115641194,0.048960529115641194,25112,187.0
monitoring financial and economic resources and activity,0.03950302644154189,London,1.2084131673766256,0.006813026441541893,0.20841316737662563,0.20841316737662563,25112,991.9999999999999
monitoring health conditions,0.006013061484549219,London,1.026119707260959,0.00015306148454921967,0.026119707260958913,0.026119707260958913,25112,151.0
monitoring operational activities,0.06498884995221409,London,0.9476356073522031,-0.0035911500477859154,-0.05236439264779691,0.05236439264779691,25112,1632.0000000000002
monitoring safety or security,0.019990442816183496,London,0.9216432833648454,-0.0016995571838165045,-0.07835671663515464,0.07835671663515464,25112,501.99999999999994
"monitoring, inspecting and testing",0.01489327811404906,London,0.8228330449750861,-0.003206721885950942,-0.17716695502491386,0.17716695502491386,25112,374.0
"monitoring, inspecting and testing equipment, systems and products",0.05622809812042052,London,0.8999375499427099,-0.006251901879579483,-0.10006245005729009,0.10006245005729009,25112,1412.0
"moving or lifting materials, equipment, or supplies",0.007765211850907933,London,0.4769786149206347,-0.008514788149092067,-0.5230213850793652,0.5230213850793652,25112,195.0
music and performing arts,0.007486460656259956,London,1.1274790144969813,0.0008464606562599555,0.1274790144969813,0.1274790144969813,25112,188.0
negotiating and managing contracts and agreements,0.0941382605925454,London,1.2371962227959705,0.018048260592545398,0.23719622279597052,0.23719622279597052,25112,2364.0
nursing and midwifery,0.01218540936604014,London,0.7953922562689386,-0.00313459063395986,-0.2046077437310614,0.2046077437310614,25112,306.0
occupational health and safety,0.011349155782096209,London,0.8014940524079243,-0.002810844217903792,-0.19850594759207574,0.19850594759207574,25112,285.0
operating audio-visual equipment,0.004977699904428162,London,0.8523458740459182,-0.0008623000955718376,-0.14765412595408178,0.14765412595408178,25112,125.0
operating communications equipment,0.005097164702134438,London,1.2107279577516479,0.0008871647021344376,0.21072795775164788,0.21072795775164788,25112,128.0
"operating cutting, grinding and smoothing machinery",0.005734310289901242,London,0.8156913641395793,-0.0012956897100987576,-0.18430863586042068,0.18430863586042068,25112,144.0
operating earthmoving equipment,0.004898056705957311,London,0.9510789720305459,-0.00025194329404268877,-0.04892102796945408,0.04892102796945408,25112,123.0
operating lifting or moving equipment,0.00820324944249761,London,0.6319914824728513,-0.0047767505575023895,-0.3680085175271487,0.3680085175271487,25112,206.0
"operating metal, plastic or rubber forming equipment",0.008083784644791335,London,1.0363826467681199,0.0002837846447913354,0.036382646768119864,0.036382646768119864,25112,203.0
operating print and photographic production equipment,0.007008601465434852,London,0.869553531691669,-0.0010513985345651476,-0.13044646830833095,0.13044646830833095,25112,176.0
